intervention_id;devis_id;date_intervention;mois;exercice;technicien_id;technicien;agence;categorie;heures_devisees;heures_reelles;cout_horaire;cout_main_oeuvre;cout_materiel;statut_intervention
INT-00815;DEV-02042;2025-08-08;2025-08;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.6;1.4;32.0;44.8;211.99;Terminée
INT-00816;DEV-02046;2025-09-03;2025-09;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.5;5.2;31.0;161.2;1140.23;Terminée
INT-00817;DEV-02047;2025-08-28;2025-08;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;14.4;13.6;30.0;408.0;4305.55;Terminée
INT-00818;DEV-02049;2025-08-15;2025-08;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.2;2.7;28.0;75.6;130.84;Terminée
INT-00819;DEV-02050;2025-08-08;2025-08;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.4;3.2;35.0;112.0;649.11;Terminée
INT-00820;DEV-02055;2025-09-05;2025-09;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;6.7;7.3;33.0;240.9;1770.2;Terminée
INT-00821;DEV-02056;2025-07-30;2025-07;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.6;2.0;28.0;56.0;127.46;Terminée
INT-00822;DEV-02059;2025-08-25;2025-08;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;1.0;1.1;33.0;36.3;87.97;Terminée
INT-00823;DEV-02063;2025-09-03;2025-09;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Plomberie;5.0;5.0;32.0;160.0;863.47;Terminée
INT-00824;DEV-02071;2025-08-21;2025-08;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;1.7;28.0;47.6;106.08;Terminée
INT-00825;DEV-02077;2025-08-04;2025-08;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;31.3;31.4;33.0;1036.2;3460.06;Terminée
INT-00826;DEV-02085;2025-09-23;2025-09;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;8.0;8.8;32.0;281.6;904.9;Terminée
INT-00827;DEV-02090;2025-08-07;2025-08;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;1.0;0.9;35.0;31.5;76.63;Terminée
INT-00828;DEV-02091;2025-09-04;2025-09;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;13.7;14.3;33.0;471.9;2068.24;Terminée
INT-00829;DEV-02097;2025-08-15;2025-08;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.6;1.7;28.0;47.6;136.17;Terminée
INT-00830;DEV-02101;2025-08-19;2025-08;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Plomberie;29.0;27.4;32.0;876.8;3493.19;Terminée
INT-00831;DEV-02106;2025-09-15;2025-09;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;4.7;5.3;30.0;159.0;654.02;Terminée
INT-00832;DEV-02109;2025-08-19;2025-08;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.5;1.6;28.0;44.8;213.74;Terminée
INT-00833;DEV-02111;2025-08-29;2025-08;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;4.8;5.3;27.0;143.1;1333.42;Terminée
INT-00834;DEV-02112;2025-08-25;2025-08;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;10.6;10.4;32.0;332.8;1658.35;Terminée
INT-00835;DEV-02117;2025-09-01;2025-09;2025-2026;TEC-10;Bruno Castel;Montpellier;Dépannage;1.7;2.0;31.0;62.0;147.6;Terminée
INT-00836;DEV-02119;2025-09-15;2025-09;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;1.0;0.9;35.0;31.5;52.46;Terminée
INT-00837;DEV-02122;2025-09-29;2025-09;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;6.0;6.5;31.0;201.5;654.02;Terminée
INT-00838;DEV-02123;2025-09-19;2025-09;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Dépannage;0.9;0.9;31.0;27.9;203.68;Terminée
INT-00839;DEV-02129;2025-09-16;2025-09;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;1.0;1.1;33.0;36.3;88.53;Terminée
INT-00840;DEV-02134;2025-09-16;2025-09;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.0;5.0;31.0;155.0;746.79;Terminée
INT-00841;DEV-02135;2025-09-11;2025-09;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;48.1;52.2;31.0;1618.2;6214.6;Terminée
INT-00842;DEV-02139;2025-08-26;2025-08;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.9;1.7;35.0;59.5;273.34;Terminée
INT-00843;DEV-02142;2025-09-22;2025-09;2025-2026;TEC-11;Damien Roche;Montpellier;Dépannage;2.1;2.3;34.0;78.2;143.58;Terminée
INT-00844;DEV-02145;2025-09-08;2025-09;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;15.0;15.6;33.0;514.8;1767.88;Terminée
INT-00845;DEV-02167;2025-09-29;2025-09;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;5.7;5.7;33.0;188.1;1089.76;Terminée
INT-00846;DEV-02174;2025-09-19;2025-09;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;1.9;2.0;30.0;60.0;426.01;Terminée
INT-00847;DEV-02178;2025-10-31;2025-10;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.5;1.6;31.0;49.6;283.12;Terminée
INT-00848;DEV-02181;2025-10-13;2025-10;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Plomberie;25.5;23.6;32.0;755.2;4141.51;Terminée
INT-00849;DEV-02182;2025-10-06;2025-10;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;28.6;34.3;27.0;926.1;6496.34;Terminée
INT-00850;DEV-02188;2025-09-16;2025-09;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;13.9;15.2;32.0;486.4;3021.79;Terminée
INT-00851;DEV-02189;2025-10-24;2025-10;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;3.4;2.9;35.0;101.5;768.2;Terminée
INT-00852;DEV-02190;2025-10-17;2025-10;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;38.7;41.5;33.0;1369.5;5186.16;Terminée
INT-00853;DEV-02194;2025-11-05;2025-11;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.4;1.2;35.0;42.0;98.51;Terminée
INT-00854;DEV-02195;2025-09-29;2025-09;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.9;2.2;28.0;61.6;234.87;Terminée
INT-00855;DEV-02199;2025-11-10;2025-11;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;14.3;14.9;30.0;447.0;1695.35;Terminée
INT-00856;DEV-02202;2025-10-03;2025-10;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;40.0;39.4;33.0;1300.2;5595.8;Terminée
INT-00857;DEV-02204;2025-11-03;2025-11;2025-2026;TEC-11;Damien Roche;Montpellier;Dépannage;1.7;1.9;34.0;64.6;203.16;Terminée
INT-00858;DEV-02207;2025-10-06;2025-10;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;39.7;44.6;27.0;1204.2;4521.76;Terminée
INT-00859;DEV-02208;2025-11-03;2025-11;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Chauffage;3.6;3.2;36.0;115.2;319.13;Terminée
INT-00860;DEV-02211;2025-10-29;2025-10;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;30.1;28.3;32.0;905.6;3791.96;Terminée
INT-00861;DEV-02212;2025-10-17;2025-10;2025-2026;TEC-11;Damien Roche;Montpellier;Chauffage;27.9;27.8;34.0;945.2;16154.08;Terminée
INT-00862;DEV-02214;2025-10-02;2025-10;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;16.4;15.7;32.0;502.4;2223.22;Terminée
INT-00863;DEV-02217;2025-10-13;2025-10;2025-2026;TEC-11;Damien Roche;Montpellier;Dépannage;2.2;2.3;34.0;78.2;319.64;Terminée
INT-00864;DEV-02223;2025-10-10;2025-10;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;15.2;14.2;32.0;454.4;2110.15;Terminée
INT-00865;DEV-02232;2025-10-20;2025-10;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Dépannage;1.7;1.7;35.0;59.5;277.73;Terminée
INT-00866;DEV-02233;2025-10-20;2025-10;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;34.3;34.0;33.0;1122.0;3840.59;Terminée
INT-00867;DEV-02235;2025-11-03;2025-11;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.0;1.0;28.0;28.0;104.22;Terminée
INT-00868;DEV-02239;2025-11-17;2025-11;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.8;1.7;28.0;47.6;135.26;Terminée
INT-00869;DEV-02242;2025-11-03;2025-11;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;8.1;7.5;35.0;262.5;2429.96;Terminée
INT-00870;DEV-02250;2025-11-10;2025-11;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Dépannage;1.1;1.2;27.0;32.4;196.4;Terminée
INT-00871;DEV-02254;2025-11-04;2025-11;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Chauffage;0.9;0.9;36.0;32.4;67.6;Terminée
INT-00872;DEV-02269;2025-11-14;2025-11;2025-2026;TEC-10;Bruno Castel;Montpellier;Salle de bain;15.5;17.4;31.0;539.4;4443.74;Terminée
INT-00873;DEV-02270;2025-11-21;2025-11;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Chauffage;3.2;3.2;36.0;115.2;330.99;Terminée
INT-00874;DEV-02271;2025-11-19;2025-11;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;3.4;3.7;28.0;103.6;485.68;Terminée
INT-00875;DEV-02272;2025-10-22;2025-10;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;50.1;49.0;31.0;1519.0;6722.59;Terminée
INT-00876;DEV-02274;2025-11-10;2025-11;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.0;1.1;28.0;30.8;81.73;Terminée
INT-00877;DEV-02276;2025-11-17;2025-11;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;30.4;29.8;32.0;953.6;6455.59;Terminée
INT-00878;DEV-02278;2025-11-03;2025-11;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.0;1.1;28.0;30.8;230.77;Terminée
INT-00879;DEV-02283;2025-11-10;2025-11;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Plomberie;24.0;21.1;32.0;675.2;6877.28;Terminée
INT-00880;DEV-02289;2025-11-14;2025-11;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;17.2;16.2;32.0;518.4;2091.28;Terminée
INT-00881;DEV-02290;2025-11-17;2025-11;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;12.6;11.9;35.0;416.5;6494.57;Terminée
INT-00882;DEV-02292;2025-11-17;2025-11;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.5;3.1;35.0;108.5;563.84;Terminée
INT-00883;DEV-02293;2025-11-27;2025-11;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;5.6;6.1;33.0;201.3;958.2;Terminée
INT-00884;DEV-02313;2025-11-03;2025-11;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Chauffage;2.7;2.2;36.0;79.2;163.76;Terminée
INT-00885;DEV-02317;2025-11-27;2025-11;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;2.1;2.2;30.0;66.0;190.56;Terminée
INT-00886;DEV-02326;2025-12-10;2025-12;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;7.2;6.7;33.0;221.1;1079.42;Terminée
INT-00887;DEV-02329;2025-12-05;2025-12;2025-2026;TEC-08;Elodie Ravel;Toulouse;Salle de bain;6.0;6.2;32.0;198.4;1261.38;Terminée
INT-00888;DEV-02333;2025-11-26;2025-11;2025-2026;TEC-10;Bruno Castel;Montpellier;Salle de bain;16.9;17.4;31.0;539.4;1935.24;Terminée
INT-00889;DEV-02338;2025-11-10;2025-11;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.8;3.9;35.0;136.5;563.2;Terminée
INT-00890;DEV-02341;2025-11-28;2025-11;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Plomberie;27.3;30.8;30.0;924.0;4141.31;Terminée
INT-00891;DEV-02343;2025-12-22;2025-12;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;48.9;53.1;31.0;1646.1;12477.35;Terminée
INT-00892;DEV-02345;2025-11-06;2025-11;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;30.8;31.8;35.0;1113.0;18665.52;Terminée
INT-00893;DEV-02348;2025-11-25;2025-11;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;8.7;7.4;35.0;259.0;1394.69;Terminée
INT-00894;DEV-02352;2025-11-26;2025-11;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.6;3.5;35.0;122.5;357.16;Terminée
INT-00895;DEV-02354;2025-11-18;2025-11;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;45.7;46.1;31.0;1429.1;5680.16;Terminée
INT-00896;DEV-02357;2025-12-08;2025-12;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;18.0;18.9;31.0;585.9;2868.33;Terminée
INT-00897;DEV-02361;2025-12-01;2025-12;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Chauffage;8.6;8.4;36.0;302.4;2626.56;Terminée
INT-00898;DEV-02364;2025-12-15;2025-12;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.0;0.9;32.0;28.8;110.22;Terminée
INT-00899;DEV-02367;2025-11-17;2025-11;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;13.9;13.8;32.0;441.6;1905.7;Terminée
INT-00900;DEV-02369;2025-12-09;2025-12;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Salle de bain;18.3;20.4;30.0;612.0;5633.53;Terminée
INT-00901;DEV-02373;2026-01-21;2026-01;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;5.6;5.7;33.0;188.1;1818.97;Terminée
INT-00902;DEV-02374;2025-12-05;2025-12;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.6;3.2;35.0;112.0;427.84;Terminée
INT-00903;DEV-02376;2025-12-12;2025-12;2025-2026;TEC-11;Damien Roche;Montpellier;Dépannage;1.4;1.5;34.0;51.0;198.88;Terminée
INT-00904;DEV-02378;2025-11-19;2025-11;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;12.9;13.3;35.0;465.5;3420.13;Terminée
INT-00905;DEV-02379;2025-12-08;2025-12;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;4.6;4.6;33.0;151.8;820.18;Terminée
INT-00906;DEV-02382;2025-12-25;2025-12;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.5;5.5;31.0;170.5;1580.2;Terminée
INT-00907;DEV-02383;2025-12-24;2025-12;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;4.4;4.8;28.0;134.4;673.51;Terminée
INT-00908;DEV-02384;2026-01-02;2026-01;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;25.6;25.5;35.0;892.5;9353.69;Terminée
INT-00909;DEV-02385;2025-12-10;2025-12;2025-2026;TEC-11;Damien Roche;Montpellier;Chauffage;1.0;1.1;34.0;37.4;55.36;Terminée
INT-00910;DEV-02392;2025-12-19;2025-12;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.6;1.6;31.0;49.6;126.25;Terminée
INT-00911;DEV-02393;2025-11-24;2025-11;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Dépannage;4.5;4.4;32.0;140.8;482.71;Terminée
INT-00912;DEV-02394;2026-01-15;2026-01;2025-2026;TEC-08;Elodie Ravel;Toulouse;Salle de bain;41.1;40.4;32.0;1292.8;6986.75;Terminée
INT-00913;DEV-02395;2025-12-15;2025-12;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;15.0;14.0;33.0;462.0;1942.21;Terminée
INT-00914;DEV-02400;2025-12-25;2025-12;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;0.9;0.9;35.0;31.5;63.06;Terminée
INT-00915;DEV-02407;2025-12-22;2025-12;2025-2026;TEC-10;Bruno Castel;Montpellier;Dépannage;1.6;1.9;31.0;58.9;135.44;Terminée
INT-00916;DEV-02409;2026-01-20;2026-01;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;3.9;4.0;35.0;140.0;368.07;Terminée
INT-00917;DEV-02410;2025-12-31;2025-12;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.2;5.0;31.0;155.0;1374.11;Terminée
INT-00918;DEV-02411;2025-12-19;2025-12;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;40.6;42.4;33.0;1399.2;6843.58;Terminée
INT-00919;DEV-02414;2025-12-01;2025-12;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.7;1.6;28.0;44.8;140.57;Terminée
INT-00920;DEV-02417;2026-01-05;2026-01;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;6.9;8.1;28.0;226.8;346.27;Terminée
INT-00921;DEV-02418;2025-12-31;2025-12;2025-2026;TEC-10;Bruno Castel;Montpellier;Plomberie;1.9;2.2;31.0;68.2;307.42;Terminée
INT-00922;DEV-02421;2025-12-30;2025-12;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;17.7;16.7;31.0;517.7;5637.64;Terminée
INT-00923;DEV-02423;2026-01-01;2026-01;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.6;1.5;31.0;46.5;132.54;Terminée
INT-00924;DEV-02425;2026-01-07;2026-01;2025-2026;TEC-10;Bruno Castel;Montpellier;Plomberie;9.1;10.8;31.0;334.8;1418.61;Terminée
INT-00925;DEV-02428;2026-01-26;2026-01;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Dépannage;2.0;2.3;27.0;62.1;157.83;Terminée
INT-00926;DEV-02436;2025-12-29;2025-12;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Salle de bain;5.7;6.3;28.0;176.4;562.45;Terminée
INT-00927;DEV-02437;2026-01-02;2026-01;2025-2026;TEC-12;Inès Bonnaud;Montpellier;Électricité;14.1;17.3;29.0;501.7;2136.58;Terminée
INT-00928;DEV-02438;2025-12-29;2025-12;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Chauffage;0.9;0.7;36.0;25.2;124.31;Terminée
INT-00929;DEV-02439;2026-01-08;2026-01;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.1;1.0;32.0;32.0;79.0;Terminée
INT-00930;DEV-02440;2026-01-07;2026-01;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;12.4;10.7;35.0;374.5;2546.45;Terminée
INT-00931;DEV-02441;2025-12-11;2025-12;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;24.6;27.8;27.0;750.6;4042.45;Terminée
INT-00932;DEV-02442;2025-12-11;2025-12;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;4.9;5.4;33.0;178.2;787.74;Terminée
INT-00933;DEV-02445;2026-01-12;2026-01;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.1;2.3;28.0;64.4;166.71;Terminée
INT-00934;DEV-02446;2026-01-13;2026-01;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;17.0;16.4;35.0;574.0;4305.41;Terminée
INT-00935;DEV-02452;2025-12-23;2025-12;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Chauffage;1.0;0.9;36.0;32.4;56.36;Terminée
INT-00936;DEV-02453;2026-01-28;2026-01;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;7.1;7.7;32.0;246.4;940.26;Terminée
INT-00937;DEV-02458;2026-01-05;2026-01;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.1;1.2;28.0;33.6;79.31;Terminée
INT-00938;DEV-02460;2025-12-29;2025-12;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;7.4;7.2;32.0;230.4;1014.71;Terminée
INT-00939;DEV-02472;2026-01-05;2026-01;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.4;1.3;31.0;40.3;117.07;Terminée
INT-00940;DEV-02475;2025-12-30;2025-12;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Chauffage;1.0;0.9;36.0;32.4;62.58;Terminée
INT-00941;DEV-02476;2026-01-05;2026-01;2025-2026;TEC-11;Damien Roche;Montpellier;Dépannage;3.4;3.8;34.0;129.2;236.78;Terminée
INT-00942;DEV-02477;2026-01-16;2026-01;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;7.6;7.5;33.0;247.5;2037.86;Terminée
INT-00943;DEV-02480;2026-01-08;2026-01;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;6.4;6.4;33.0;211.2;928.24;Terminée
INT-00944;DEV-02482;2026-01-26;2026-01;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.1;1.0;31.0;31.0;154.99;Terminée
INT-00945;DEV-02483;2025-12-29;2025-12;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;16.9;17.5;31.0;542.5;3218.42;Terminée
INT-00946;DEV-02485;2026-01-01;2026-01;2025-2026;TEC-11;Damien Roche;Montpellier;Chauffage;3.8;4.5;34.0;153.0;487.66;Terminée
INT-00947;DEV-02491;2026-01-19;2026-01;2025-2026;TEC-07;Yannick Dubreuil;Toulouse;Salle de bain;5.8;6.0;30.0;180.0;551.28;Terminée
INT-00948;DEV-02495;2026-01-26;2026-01;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;7.8;8.5;33.0;280.5;1637.08;Terminée
INT-00949;DEV-02497;2026-02-16;2026-02;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Chauffage;0.9;0.8;36.0;28.8;53.63;Terminée
INT-00950;DEV-02498;2026-01-22;2026-01;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.8;2.1;28.0;58.8;172.5;Terminée
INT-00951;DEV-02504;2025-12-26;2025-12;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.1;1.0;31.0;31.0;106.59;Terminée
INT-00952;DEV-02510;2026-02-16;2026-02;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;2.0;2.2;28.0;61.6;140.82;Terminée
INT-00953;DEV-02511;2026-01-13;2026-01;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;4.5;4.3;32.0;137.6;1295.03;Terminée
INT-00954;DEV-02513;2026-01-30;2026-01;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;2.2;2.4;27.0;64.8;180.78;Terminée
INT-00955;DEV-02519;2026-03-09;2026-03;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;26.9;23.6;35.0;826.0;8162.09;Terminée
INT-00956;DEV-02525;2026-01-22;2026-01;2025-2026;TEC-10;Bruno Castel;Montpellier;Dépannage;1.4;1.5;31.0;46.5;157.53;Terminée
INT-00957;DEV-02527;2026-02-17;2026-02;2025-2026;TEC-06;Pierre Vasseur;Toulouse;Chauffage;41.0;34.3;36.0;1234.8;9978.47;Terminée
INT-00958;DEV-02528;2026-02-02;2026-02;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;44.7;42.6;31.0;1320.6;7203.43;Terminée
INT-00959;DEV-02535;2026-02-02;2026-02;2025-2026;TEC-04;Lucas Bertin;Bordeaux;Plomberie;14.9;17.1;27.0;461.7;2580.87;Terminée
INT-00960;DEV-02537;2026-01-12;2026-01;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;1.0;0.9;35.0;31.5;48.97;Terminée
INT-00961;DEV-02540;2026-02-04;2026-02;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;6.2;5.6;31.0;173.6;647.75;Terminée
INT-00962;DEV-02546;2026-02-03;2026-02;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;5.2;5.3;33.0;174.9;767.74;Terminée
INT-00963;DEV-02558;2026-02-05;2026-02;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;16.2;15.8;31.0;489.8;4932.44;Terminée
INT-00964;DEV-02560;2026-02-16;2026-02;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;16.3;15.3;33.0;504.9;5927.36;Terminée
INT-00965;DEV-02564;2026-02-16;2026-02;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.0;1.0;28.0;28.0;107.78;Terminée
INT-00966;DEV-02569;2026-02-24;2026-02;2025-2026;TEC-12;Inès Bonnaud;Montpellier;Électricité;15.4;20.0;29.0;580.0;1655.11;Terminée
INT-00967;DEV-02570;2026-02-16;2026-02;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;26.8;23.8;35.0;833.0;6551.91;Terminée
INT-00968;DEV-02578;2026-02-24;2026-02;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Dépannage;1.5;1.6;33.0;52.8;267.09;Terminée
INT-00969;DEV-02587;2026-03-04;2026-03;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;37.0;36.5;33.0;1204.5;6020.02;Terminée
INT-00970;DEV-02592;2026-03-10;2026-03;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;1.0;1.1;28.0;30.8;83.5;Terminée
INT-00971;DEV-02593;2026-02-23;2026-02;2025-2026;TEC-09;Mehdi Ouali;Toulouse;Dépannage;3.3;3.5;28.0;98.0;295.45;Terminée
INT-00972;DEV-02594;2026-02-05;2026-02;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Dépannage;1.1;1.0;31.0;31.0;110.84;Terminée
INT-00973;DEV-02601;2026-02-16;2026-02;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Dépannage;2.3;2.1;31.0;65.1;112.95;Terminée
INT-00974;DEV-02614;2026-03-12;2026-03;2025-2026;TEC-02;Ahmed Zahiri;Bordeaux;Chauffage;9.3;9.5;35.0;332.5;1359.14;Terminée
INT-00975;DEV-02615;2026-02-23;2026-02;2025-2026;TEC-03;Fabien Ortiz;Bordeaux;Électricité;14.3;15.0;33.0;495.0;1772.35;Terminée
INT-00976;DEV-02616;2026-02-13;2026-02;2025-2026;TEC-01;Marc Delaunay;Bordeaux;Dépannage;1.7;1.6;32.0;51.2;133.07;Terminée
INT-00977;DEV-02618;2026-02-27;2026-02;2025-2026;TEC-05;Sonia Mercier;Bordeaux;Salle de bain;5.5;5.6;31.0;173.6;604.21;Terminée
INT-00978;DEV-02619;2026-02-27;2026-02;2025-2026;TEC-08;Elodie Ravel;Toulouse;Électricité;38.2;38.8;32.0;1241.6;5794.34;Terminée
